Interaction_ID,Bait_UniProt,Bait_Gene,Prey_UniProt,Prey_Gene,ipSAE,Confidence,iPTM,Interface_pLDDT,PAE_Contacts_<3A,PAE_Contacts_<6A,Analysis_Version,AlphaFold_Version,Has_Experimental_Validation,Validation_Details
22,A0AVF1,IFT56,P0DP23,CALM1,0.36731043,Low,0.58,82.50697,,67,v4,AF3,No,
968,Q9UNT1,RABL2B,Q86YC2,PALB2,0.36626667,Low,0.69,76.43541,,8,v4,AF3,No,
121,Q96AJ1,CLUAP1,P30086,PEBP1,0.36468548,Low,0.68,90.95091,6,20,v4,AF3,No,
23,A0AVF1,IFT56,Q9Y4L1,HYOU1,0.36453542,Low,0.6,81.05347,,29,v4,AF3,No,
969,Q9UNT1,RABL2B,Q9BT92,TCHP,0.3644546,Low,0.65,79.12089,,22,v4,AF3,No,
934,O75386,TULP3,Q5JSH3,WDR44,0.36428595,Low,0.51,76.77144,,30,v4,AF3,No,
24,A0AVF1,IFT56,O95402,MED26,0.3634431,Low,0.57,82.08165,,47,v4,AF3,No,
162,Q96LB3,IFT74,P27797,CALR,0.36336923,Low,0.57,86.044464,,22,v4,AF3,No,
48,Q7Z4L5,TTC21B,P15311,EZR,0.36315212,Low,0.52,84.18105,,14,v4,AF3,No,
102,Q8TDR0,TRAF3IP1,Q3SYG4,BBS9,0.36278206,Low,0.42,82.73779,,16,v4,AF3,No,
310,Q8IWZ6,BBS7,O60828,PQBP1,0.3615034,Low,0.56,84.62615,,28,v4,AF3,No,
49,Q7Z4L5,TTC21B,P11142,HSPA8,0.36142102,Low,0.63,83.22038,,17,v4,AF3,No,
285,Q9Y547,IFT25,Q8NFH5,NUP35,0.36059296,Low,0.7,86.68042,,22,v4,AF3,No,
97,Q8NEZ3,WDR19,Q9H069,DRC3,0.36027864,Low,0.55,86.15023,,14,v4,AF3,No,
432,Q9H0F7,ARL6,Q96EZ8,MCRS1,0.35996857,Low,0.69,83.309044,1,20,v4,AF3,No,
71,Q8IY31,IFT20,Q9GZN0,GPR88,0.35963228,Low,0.49,82.95615,,19,v4,AF3,No,
992,Q3SYG4,BBS9,Q8N0U7,C1orf87,0.35897014,Low,0.42,82.823875,,17,v4,AF3,No,
348,Q8N3I7,BBS5,Q9UHB6,LIMA1,0.358746,Low,0.61,,,,v4,AF3,No,
151,Q96FT9,IFT43,P57076,CFAP298,0.35816658,Low,0.53,82.75523,3,25,v4,AF3,No,
286,Q9Y547,IFT25,Q86XP3,DDX42,0.35773566,Low,0.81,81.37454,,6,v4,AF3,No,
72,Q8IY31,IFT20,Q96QP1,ALPK1,0.35697094,Low,0.49,83.88414,,20,v4,AF3,No,
103,Q8TDR0,TRAF3IP1,Q9UQ07,MOK,0.35604703,Low,0.54,82.37348,,18,v4,AF3,No,
152,Q96FT9,IFT43,Q9BS86,ZPBP,0.35551754,Low,0.45,81.119225,6,47,v4,AF3,No,
195,Q9H7X7,IFT22,Q9HCU4,CELSR2,0.3551167,Low,0.84,78.58825,,25,v4,AF3,No,
311,Q8IWZ6,BBS7,P50995,ANXA11,0.3548333,Low,0.6,,,,v4,AF3,No,
383,Q8TAM2,BBS8,Q96RK4,BBS4,0.3546283,Low,0.55,71.14376,,18,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Cryo-EM"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""pmid"": ""31303482"", ""notes"": ""Y-shaped TPR scaffold; BBS8 C-term ⊥ BBS4 midsection; 4.9 Å + XL-MS"", ""study"": ""Chou et al., 2019"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""32510327"", ""notes"": ""BBS4 and BBS8 in BBSome body, flanking GPCR cargo binding cavity. Resolution ~3.5 Å. PDB: 6VOA, 6VNW"", ""study"": ""Yang et al., 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31951201"", ""notes"": ""Human BBSome core; stable BBS4-BBS8 subcomplex; ~3.8 Å"", ""study"": ""Klink et al., 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31939736"", ""notes"": ""3.1 Å; C-terminus of BBS8 binds perpendicular to midsection of BBS4 TPR; Both proteins have α-solenoid architecture (PDB: 6VBU)"", ""study"": ""Singh et al., eLife 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}]}"
312,Q8IWZ6,BBS7,O95678,KRT75,0.35451832,Low,0.62,82.405464,,8,v4,AF3,No,
122,Q96AJ1,CLUAP1,Q9H4A4,RNPEP,0.35447645,Low,0.64,89.16761,,8,v4,AF3,No,
935,O75386,TULP3,Q9BW30,TPPP3,0.35405293,Low,0.45,74.686966,,15,v4,AF3,No,
60,Q86WT1,IFT70A,P62136,PPP1CA,0.3540277,Low,0.67,89.25455,,3,v4,AF3,No,
25,A0AVF1,IFT56,Q9UHG0,DCDC2,0.35381702,Low,0.54,82.770294,,26,v4,AF3,No,
439,Q9NQ48,LZTFL1,Q96C92,ENTR1,0.35342428,Low,0.32,82.61586,59,71,v4,AF3,No,
1006,A8MTZ0,BBIP1,P34949,MPI,0.35335556,Low,0.63,83.9418,,28,v4,AF3,No,
153,Q96FT9,IFT43,Q14697,GANAB,0.35201633,Low,0.61,85.13969,,6,v4,AF3,No,
955,Q9UG01,IFT172,O95573,ACSL3,0.3519555,Low,0.67,80.97221,,23,v4,AF3,No,
42,Q13099,IFT88,P53621,COPA,0.35188633,Low,0.44,80.321175,,18,v4,AF3,No,
970,Q9UNT1,RABL2B,Q99627,COPS8,0.35109696,Low,0.59,84.74385,,15,v4,AF3,No,
180,Q9BW83,IFT27,A2IDD5,CCDC78,0.35029727,Low,0.7,78.77018,,20,v4,AF3,No,
73,Q8IY31,IFT20,A8MT70,ZBBX,0.35024807,Low,0.62,84.564384,35,44,v4,AF3,No,
368,Q8NFJ9,BBS1,Q8NDM7,CFAP43,0.35002133,Low,0.43,72.2177,,16,v4,AF3,No,
74,Q8IY31,IFT20,P05787,KRT8,0.34957036,Low,0.59,78.893845,42,103,v4,AF3,No,
936,O75386,TULP3,O15350,TP73,0.34904733,Low,0.48,78.71159,,50,v4,AF3,No,
26,A0AVF1,IFT56,P51149,RAB7A,0.3490236,Low,0.52,81.067375,,37,v4,AF3,No,
27,A0AVF1,IFT56,Q8N119,MMP21,0.34819221,Low,0.55,76.199905,,36,v4,AF3,No,
349,Q8N3I7,BBS5,P48378,RFX2,0.34788528,Low,0.61,,,,v4,AF3,No,
107,Q8WYA0,IFT81,P49757,NUMB,0.34774804,Low,0.35,88.244385,,31,v4,AF3,No,
433,Q9H0F7,ARL6,P63241,EIF5A,0.34731296,Low,0.63,89.308174,,13,v4,AF3,No,
28,A0AVF1,IFT56,Q15154,PCM1,0.3464959,Low,0.56,74.98367,,24,v4,AF3,No,
242,Q9P2H3,IFT80,P35680,HNF1B,0.34597132,Low,0.63,,,,v4,AF3,No,
313,Q8IWZ6,BBS7,P25789,PSMA4,0.345932,Low,0.54,77.645706,,20,v4,AF3,No,
384,Q8TAM2,BBS8,Q9NQH7,XPNPEP3,0.34588563,Low,0.64,82.17423,,18,v4,AF3,No,
937,O75386,TULP3,P09960,LTA4H,0.3457803,Low,0.65,89.441696,,15,v4,AF3,No,
154,Q96FT9,IFT43,P08238,HSP90AB1,0.34551102,Low,0.4,83.895584,,20,v4,AF3,No,
971,Q9UNT1,RABL2B,Q5T7B8,KIF24,0.34527364,Low,0.69,,,1,v4,AF3,No,
1007,A8MTZ0,BBIP1,Q9Y615,ACTL7A,0.34493053,Low,0.53,80.616806,,21,v4,AF3,No,
163,Q96LB3,IFT74,Q96GX1,TCTN2,0.3444206,Low,0.45,83.481285,,17,v4,AF3,No,
29,A0AVF1,IFT56,Q86Y33,CDC20B,0.34431177,Low,0.52,86.71429,,13,v4,AF3,No,
196,Q9H7X7,IFT22,Q1ZYL8,IZUMO4,0.3441477,Low,0.67,79.682304,,22,v4,AF3,No,
215,Q9HBG6,IFT122,A6NCL1,GMNC,0.34369287,Low,0.37,81.020065,,21,v4,AF3,No,
287,Q9Y547,IFT25,Q9UHB6,LIMA1,0.3436054,Low,0.79,80.641136,,3,v4,AF3,No,
288,Q9Y547,IFT25,Q9UBN7,HDAC6,0.34337798,Low,0.8,79.80263,,53,v4,AF3,No,
197,Q9H7X7,IFT22,Q9C0F1,CEP44,0.34261602,Low,0.68,79.02882,,23,v4,AF3,No,
972,Q9UNT1,RABL2B,Q96PY6,NEK1,0.34155902,Low,0.69,,,,v4,AF3,No,
993,Q3SYG4,BBS9,Q99932,SPAG8,0.33967826,Low,0.37,78.61051,,13,v4,AF3,No,
314,Q8IWZ6,BBS7,A6NCL1,GMNC,0.33962852,Low,0.62,85.54975,,8,v4,AF3,No,
61,Q86WT1,IFT70A,Q8NCR6,SPMIP6,0.33925477,Low,0.53,83.91078,,20,v4,AF3,No,
350,Q8N3I7,BBS5,O00330,PDHX,0.3377193,Low,0.57,80.28115,,5,v4,AF3,No,
168,Q96RY7,IFT140,Q9UNZ2,NSFL1C,0.3374557,Low,0.36,79.43868,,48,v4,AF3,No,
261,Q9Y366,IFT52,Q9BPZ7,MAPKAP1,0.3372546,Low,0.49,75.28443,,24,v4,AF3,No,
351,Q8N3I7,BBS5,Q8WY64,MYLIP,0.3366241,Low,0.54,87.75467,,14,v4,AF3,No,
30,A0AVF1,IFT56,P62805,H4C1,0.33644253,Low,0.57,85.01941,,40,v4,AF3,No,
90,Q8N4P2,IFT70B,P47897,QARS1,0.33461818,Low,0.52,85.47267,,21,v4,AF3,No,
407,Q9BXC9,BBS2,O60784,TOM1,0.33396018,Low,0.56,,,,v4,AF3,No,
1008,A8MTZ0,BBIP1,P61006,RAB8A,0.33349493,Low,0.59,85.440216,,18,v4,AF3,No,
155,Q96FT9,IFT43,P62937,PPIA,0.33336976,Low,0.69,91.34854,,27,v4,AF3,No,
369,Q8NFJ9,BBS1,Q8TAM2,BBS8,0.33257517,Low,0.48,77.01989,,41,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Cryo-EM"", ""validation_count"": 3, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""pmid"": ""31939736"", ""notes"": ""3.1 Å; BBS1 wraps around BBS8; C-terminal GAE domain of BBS1 binds to TPR domain of BBS8 (PDB: 6VBU)"", ""study"": ""Singh et al., eLife 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31303482"", ""notes"": ""GAE domain to central TPR; patient mutations at interface; 4.9 Å + XL-MS"", ""study"": ""Chou et al., 2019"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31951201"", ""notes"": ""Human BBSome core; BBS8 contacts with BBS1; ~3.8 Å"", ""study"": ""Klink et al., 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}]}"
216,Q9HBG6,IFT122,P42285,MTREX,0.3324612,Low,0.58,81.83791,,13,v4,AF3,No,
91,Q8N4P2,IFT70B,Q6UW49,SPESP1,0.3321165,Low,0.51,83.06652,,11,v4,AF3,No,
385,Q8TAM2,BBS8,Q8NFJ9,BBS1,0.33186918,Low,0.48,75.404465,,50,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Cryo-EM"", ""validation_count"": 3, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""pmid"": ""31939736"", ""notes"": ""3.1 Å; BBS1 wraps around BBS8; C-terminal GAE domain of BBS1 binds to TPR domain of BBS8 (PDB: 6VBU)"", ""study"": ""Singh et al., eLife 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31303482"", ""notes"": ""GAE domain to central TPR; patient mutations at interface; 4.9 Å + XL-MS"", ""study"": ""Chou et al., 2019"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31951201"", ""notes"": ""Human BBSome core; BBS8 contacts with BBS1; ~3.8 Å"", ""study"": ""Klink et al., 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}]}"
250,Q9P2L0,WDR35,Q96PY6,NEK1,0.3308377,Low,0.47,74.91327,,32,v4,AF3,No,
229,Q9NWB7,IFT57,Q7Z3B4,NUP54,0.32935044,Low,0.39,80.52995,,30,v4,AF3,No,
230,Q9NWB7,IFT57,O95155,UBE4B,0.32924402,Low,0.48,82.22902,,15,v4,AF3,No,
315,Q8IWZ6,BBS7,P13647,KRT5,0.32885852,Low,0.61,78.22069,,3,v4,AF3,No,
938,O75386,TULP3,O95721,SNAP29,0.32861036,Low,0.44,,,,v4,AF3,No,
973,Q9UNT1,RABL2B,P67870,CSNK2B,0.32806343,Low,0.56,84.49115,,9,v4,AF3,No,
434,Q9H0F7,ARL6,Q9NRW7,VPS45,0.32798004,Low,0.61,84.16496,,19,v4,AF3,No,
939,O75386,TULP3,Q9Y5B8,NME7,0.32791454,Low,0.54,90.03343,,13,v4,AF3,No,
156,Q96FT9,IFT43,O75937,DNAJC8,0.3278349,Low,0.52,83.3725,,24,v4,AF3,No,
31,A0AVF1,IFT56,P54257,HAP1,0.32713798,Low,0.58,,,1,v4,AF3,No,
352,Q8N3I7,BBS5,Q7Z591,AKNA,0.32705563,Low,0.64,71.99973,,36,v4,AF3,No,
32,A0AVF1,IFT56,P61106,RAB14,0.326854,Low,0.47,78.095245,,58,v4,AF3,No,
353,Q8N3I7,BBS5,O95409,ZIC2,0.32630768,Low,0.57,,,2,v4,AF3,No,
940,O75386,TULP3,P32745,SSTR3,0.32628858,Low,0.47,78.54127,,32,v4,AF3,No,
181,Q9BW83,IFT27,Q9NQC7,CYLD,0.3261729,Low,0.75,83.847435,,22,v4,AF3,No,
164,Q96LB3,IFT74,P07237,P4HB,0.3254855,Low,0.52,79.57698,,26,v4,AF3,No,
50,Q7Z4L5,TTC21B,O00294,TULP1,0.32547483,Low,0.37,,,1,v4,AF3,No,
941,O75386,TULP3,P22674,CCNO,0.32508162,Low,0.52,73.83496,2,22,v4,AF3,No,
43,Q13099,IFT88,Q9UIF8,BAZ2B,0.32451236,Low,0.46,80.24635,,5,v4,AF3,No,
251,Q9P2L0,WDR35,O76039,CDKL5,0.32434896,Low,0.52,83.38086,,21,v4,AF3,No,
62,Q86WT1,IFT70A,Q8NEG2,C7orf57,0.32356545,Low,0.51,87.1659,,21,v4,AF3,No,
354,Q8N3I7,BBS5,Q96M69,LRGUK,0.3235105,Low,0.39,75.31891,,24,v4,AF3,No,
157,Q96FT9,IFT43,Q8IWG1,DNAI3,0.32311347,Low,0.42,80.747284,,15,v4,AF3,No,
355,Q8N3I7,BBS5,Q96PY6,NEK1,0.32309538,Low,0.6,,,1,v4,AF3,No,
942,O75386,TULP3,Q9NPI6,DCP1A,0.32284647,Low,0.4,81.57935,,22,v4,AF3,No,
123,Q96AJ1,CLUAP1,P67870,CSNK2B,0.32233924,Low,0.63,85.28336,,9,v4,AF3,No,
943,O75386,TULP3,Q86UE8,TLK2,0.3219964,Low,0.48,80.57185,,4,v4,AF3,No,
33,A0AVF1,IFT56,O15144,ARPC2,0.32196942,Low,0.52,79.52,,42,v4,AF3,No,
104,Q8TDR0,TRAF3IP1,Q9NZN9,AIPL1,0.32133543,Low,0.45,81.76078,,18,v4,AF3,No,
316,Q8IWZ6,BBS7,Q15773,MLF2,0.32101032,Low,0.52,80.523506,,14,v4,AF3,No,
944,O75386,TULP3,P04264,KRT1,0.32098642,Low,0.47,,,1,v4,AF3,No,
945,O75386,TULP3,Q06124,PTPN11,0.32082668,Low,0.56,83.54485,,19,v4,AF3,No,
252,Q9P2L0,WDR35,Q96LJ8,UBXN10,0.32040766,Low,0.44,82.899734,,16,v4,AF3,No,
44,Q13099,IFT88,O95922,TTLL1,0.3200544,Low,0.63,85.333855,,10,v4,AF3,No,
34,A0AVF1,IFT56,Q6IQ55,TTBK2,0.32004777,Low,0.61,,,2,v4,AF3,No,
317,Q8IWZ6,BBS7,Q8N6U8,GPR161,0.31950507,Low,0.57,81.12646,,26,v4,AF3,No,
974,Q9UNT1,RABL2B,A0AVF1,IFT56,0.31883588,Low,0.47,78.216705,,32,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""TAP-MS"", ""validation_count"": 1, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""pmid"": ""28625565"", ""notes"": ""IFT56 is part of IFT-B1 core complex. RABL2-GTP binds entire IFT-B holocomplex (17 subunits). Direct binding is via IFT74/81."", ""study"": ""Kanie et al., 2017"", ""method"": ""TAP-MS"", ""confidence"": ""high""}]}"
318,Q8IWZ6,BBS7,P02538,KRT6A,0.31856185,Low,0.6,,,1,v4,AF3,No,
398,Q96RK4,BBS4,Q9UK59,DBR1,0.31837258,Low,0.51,83.14782,,34,v4,AF3,No,
946,O75386,TULP3,Q8IV77,CNGA4,0.31830907,Low,0.48,83.86851,,24,v4,AF3,No,
253,Q9P2L0,WDR35,Q86XP3,DDX42,0.31823477,Low,0.46,78.46006,,22,v4,AF3,No,
399,Q96RK4,BBS4,A6NJV1,CIMIP2C,0.31818807,Low,0.49,83.9933,,15,v4,AF3,No,
356,Q8N3I7,BBS5,P05019,IGF1,0.31806207,Low,0.53,85.51336,,17,v4,AF3,No,
408,Q9BXC9,BBS2,Q8TAM2,BBS8,0.31757903,Low,0.6,74.88503,,21,v4,AF3,No,
947,O75386,TULP3,Q6JQN1,ACAD10,0.31739715,Low,0.47,83.5588,,19,v4,AF3,No,
948,O75386,TULP3,P60484,PTEN,0.3173465,Low,0.61,82.47176,,8,v4,AF3,No,
92,Q8N4P2,IFT70B,Q5TID7,CCDC181,0.31574276,Low,0.51,85.27143,,20,v4,AF3,No,
75,Q8IY31,IFT20,Q7Z591,AKNA,0.3149338,Low,0.7,83.692215,43,49,v4,AF3,No,
319,Q8IWZ6,BBS7,O95831,AIFM1,0.31437027,Low,0.59,78.96279,,19,v4,AF3,No,
169,Q96RY7,IFT140,O94854,MACF1,0.31421897,Low,0.34,76.73427,3,33,v4,AF3,No,
198,Q9H7X7,IFT22,Q2KHR2,RFX7,0.31391227,Low,0.78,69.07528,,23,v4,AF3,No,
357,Q8N3I7,BBS5,P30048,PRDX3,0.31355488,Low,0.52,82.17967,,16,v4,AF3,No,
370,Q8NFJ9,BBS1,Q96AJ1,CLUAP1,0.3135194,Low,0.25,85.36314,,12,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 1, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""CLUAP1""}]}"
320,Q8IWZ6,BBS7,P11171,EPB41,0.3134763,Low,0.64,86.72074,,5,v4,AF3,No,
93,Q8N4P2,IFT70B,Q8NCR6,SPMIP6,0.31317905,Low,0.52,83.37123,,19,v4,AF3,No,
358,Q8N3I7,BBS5,Q9H4L4,SENP3,0.3126707,Low,0.58,,,,v4,AF3,No,
409,Q9BXC9,BBS2,Q15910,EZH2,0.31250134,Low,0.57,73.93387,,29,v4,AF3,No,
994,Q3SYG4,BBS9,Q9NVR5,DNAAF2,0.31236586,Low,0.41,79.10215,,23,v4,AF3,No,
158,Q96FT9,IFT43,Q9NY65,TUBA8,0.31180626,Low,0.59,79.91484,2,23,v4,AF3,No,
949,O75386,TULP3,P13647,KRT5,0.3117809,Low,0.51,80.24445,,20,v4,AF3,No,
244,Q9P2H3,IFT80,Q9Y283,INVS,0.31146342,Low,0.59,,,2,v4,AF3,No,
435,Q9H0F7,ARL6,Q9NZ09,UBAP1,0.3111901,Low,0.68,,,,v4,AF3,No,
400,Q96RK4,BBS4,Q6Q759,SPAG17,0.3107127,Low,0.52,76.14593,,15,v4,AF3,No,
371,Q8NFJ9,BBS1,P19338,NCL,0.30994758,Low,0.52,78.736946,,4,v4,AF3,No,
199,Q9H7X7,IFT22,Q14004,CDK13,0.3092671,Low,0.77,76.307686,,13,v4,AF3,No,
950,O75386,TULP3,Q8N1F7,NUP93,0.3088648,Low,0.46,81.95528,,9,v4,AF3,No,
359,Q8N3I7,BBS5,P61978,HNRNPK,0.30864927,Low,0.56,,,,v4,AF3,No,
360,Q8N3I7,BBS5,Q96M11,HYLS1,0.3085819,Low,0.51,84.509575,,16,v4,AF3,No,
165,Q96LB3,IFT74,Q9H7X7,IFT22,0.30857623,Low,0.68,79.08348,4,30,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT22""}, {""pmid"": ""31267579"", ""notes"": ""Binds IFT74/81 complex"", ""study"": ""Wachter et al., EMBO J 2019"", ""method"": ""Crystal structure"", ""confidence"": ""high""}, {""pmid"": ""25349261"", ""notes"": ""Binds IFT74/81 complex"", ""study"": ""Taschner et al., 2014"", ""method"": ""Biochemical reconstitution"", ""confidence"": ""high""}, {""pmid"": ""36354106"", ""notes"": ""Cross-links to central part of IFT81/74"", ""study"": ""Petriman et al., 2022"", ""method"": ""XL-MS"", ""confidence"": ""high""}]}"
436,Q9H0F7,ARL6,Q9Y2Y0,ARL2BP,0.3082537,Low,0.56,78.00184,,26,v4,AF3,No,
231,Q9NWB7,IFT57,Q96RY7,IFT140,0.30780673,Low,0.4,78.748604,,25,v4,AF3,No,
289,Q9Y547,IFT25,P46379,BAG6,0.30764213,Low,0.79,87.0449,,17,v4,AF3,No,
262,Q9Y366,IFT52,P00533,EGFR,0.3076044,Low,0.53,80.91709,1,19,v4,AF3,No,
124,Q96AJ1,CLUAP1,Q9BUF5,TUBB6,0.30711362,Low,0.61,83.289764,,5,v4,AF3,No,
76,Q8IY31,IFT20,Q14093,CYLC2,0.30681902,Low,0.54,89.76943,21,21,v4,AF3,No,
951,O75386,TULP3,Q9UQ07,MOK,0.30516812,Low,0.52,78.138794,,25,v4,AF3,No,
200,Q9H7X7,IFT22,O95402,MED26,0.30474123,Low,0.7,73.33246,6,30,v4,AF3,No,
159,Q96FT9,IFT43,Q969Q6,PPP2R3C,0.30460078,Low,0.52,87.83367,,17,v4,AF3,No,
223,Q9NQC8,IFT46,Q96RI1,NR1H4,0.30372584,Low,0.37,82.29526,,17,v4,AF3,No,
386,Q8TAM2,BBS8,Q8NCR6,SPMIP6,0.30321583,Low,0.5,78.69569,,26,v4,AF3,No,
160,Q96FT9,IFT43,P50607,TUB,0.30260053,Low,0.39,82.17412,,21,v4,AF3,No,
290,Q9Y547,IFT25,Q8NEG2,C7orf57,0.30149347,Low,0.68,85.59111,3,17,v4,AF3,No,
232,Q9NWB7,IFT57,O94973,AP2A2,0.30131394,Low,0.39,82.209366,,19,v4,AF3,No,
63,Q86WT1,IFT70A,Q96LJ8,UBXN10,0.30098024,Low,0.49,85.88375,,8,v4,AF3,No,
361,Q8N3I7,BBS5,Q9UK59,DBR1,0.3002203,Low,0.55,80.85873,,4,v4,AF3,No,
224,Q9NQC8,IFT46,P08151,GLI1,0.30009475,Low,0.42,75.42823,1,27,v4,AF3,No,
